location,date,PM2.5_ground,PM10_ground,NO2_ground,SO2_ground,CO_ground,O3_ground
Mandir Marg  Delhi - DPCC ,2023-11-03,225.79,384.38,36.35,2.41,1.6,13.25
Mandir Marg  Delhi - DPCC ,2023-11-04,347.55,492.64,39.83,3.83,2.38,15.03
Mandir Marg  Delhi - DPCC ,2023-11-05,346.52,464.93,36.67,2.81,1.55,12.92
Mandir Marg  Delhi - DPCC ,2023-11-06,169.86,267.06,53.7,3.61,1.7,10.87
Mandir Marg  Delhi - DPCC ,2023-11-07,257.56,416.62,54.8,3.78,2.88,21.49
Mandir Marg  Delhi - DPCC ,2023-11-08,284.63,423.66,55.97,4.18,2.11,9.16
Mandir Marg  Delhi - DPCC ,2023-11-09,324.84,445.68,55.03,3.69,2.03,8.88
Mandir Marg  Delhi - DPCC ,2023-11-10,133.6,181.55,47.54,3.14,1.14,8.42
Mandir Marg  Delhi - DPCC ,2023-11-11,87.51,133.44,42.95,3.37,0.49,6.0
Mandir Marg  Delhi - DPCC ,2023-11-12,134.58,172.55,44.51,3.06,0.63,6.49
Mandir Marg  Delhi - DPCC ,2023-11-13,300.19,361.18,46.52,2.86,0.98,7.48
Mandir Marg  Delhi - DPCC ,2023-11-14,233.38,311.17,48.12,2.84,1.05,8.29
Mandir Marg  Delhi - DPCC ,2023-11-15,267.23,337.4,49.93,2.75,1.01,7.36
Mandir Marg  Delhi - DPCC ,2023-11-16,340.17,424.36,53.69,2.38,1.22,11.3
Mandir Marg  Delhi - DPCC ,2023-11-17,230.17,313.47,55.65,3.75,1.69,12.44
Mandir Marg  Delhi - DPCC ,2023-11-18,119.71,178.11,53.99,3.76,0.53,12.78
Mandir Marg  Delhi - DPCC ,2023-11-19,133.24,184.51,52.97,2.9,0.88,12.69
Mandir Marg  Delhi - DPCC ,2023-11-20,200.94,278.23,53.37,4.24,1.31,15.75
Mandir Marg  Delhi - DPCC ,2023-11-21,250.95,334.59,54.13,4.14,0.83,8.38
Mandir Marg  Delhi - DPCC ,2023-11-22,240.79,315.62,55.08,3.45,1.07,11.16
Mandir Marg  Delhi - DPCC ,2023-11-23,239.91,332.97,61.86,3.91,1.27,9.15
Mandir Marg  Delhi - DPCC ,2023-11-24,268.27,364.09,63.45,3.98,1.79,22.11
Mandir Marg  Delhi - DPCC ,2023-11-25,249.21,334.38,57.36,4.35,0.99,12.89
Mandir Marg  Delhi - DPCC ,2023-11-26,276.92,389.35,60.5,2.86,2.34,29.9
Mandir Marg  Delhi - DPCC ,2023-11-27,205.9,290.54,58.8,2.31,1.09,17.12
Mandir Marg  Delhi - DPCC ,2023-11-28,126.57,175.45,48.39,1.78,0.77,6.98
Mandir Marg  Delhi - DPCC ,2023-11-29,164.92,222.09,53.02,3.53,1.0,7.97
Mandir Marg  Delhi - DPCC ,2023-11-30,247.8,345.33,40.68,1.42,1.65,21.14
Mandir Marg  Delhi - DPCC ,2023-12-01,215.3,300.52,44.24,2.18,0.75,9.06
Mandir Marg  Delhi - DPCC ,2023-12-02,149.93,222.19,44.65,2.86,0.78,9.57
Mandir Marg  Delhi - DPCC ,2023-12-03,145.55,217.26,50.7,2.62,0.95,10.29
Mandir Marg  Delhi - DPCC ,2023-12-04,141.8,213.39,52.39,2.54,0.94,8.5
Mandir Marg  Delhi - DPCC ,2023-12-05,117.62,191.25,51.62,2.31,0.6,8.22
Mandir Marg  Delhi - DPCC ,2023-12-06,123.94,192.21,54.53,2.9,0.62,8.9
Mandir Marg  Delhi - DPCC ,2023-12-07,154.52,230.98,56.08,2.36,1.3,8.55
Mandir Marg  Delhi - DPCC ,2023-12-08,144.83,227.45,49.49,2.24,1.13,8.56
Mandir Marg  Delhi - DPCC ,2023-12-09,150.63,227.04,46.09,3.05,1.05,11.59
Mandir Marg  Delhi - DPCC ,2023-12-10,147.4,217.26,45.01,2.66,0.94,11.56
Mandir Marg  Delhi - DPCC ,2023-12-11,139.6,213.94,47.45,3.15,1.32,10.6
Mandir Marg  Delhi - DPCC ,2023-12-12,206.28,305.25,49.82,3.44,1.7,34.93
Mandir Marg  Delhi - DPCC ,2023-12-13,240.16,339.69,48.2,2.97,1.62,17.58
Mandir Marg  Delhi - DPCC ,2023-12-14,162.21,246.27,45.75,3.64,1.0,12.35
Mandir Marg  Delhi - DPCC ,2023-12-15,169.97,274.83,47.87,3.44,1.27,10.82
Mandir Marg  Delhi - DPCC ,2023-12-16,188.99,293.1,49.67,3.02,1.58,11.73
Mandir Marg  Delhi - DPCC ,2023-12-17,177.58,260.34,50.97,2.21,1.07,10.81
Mandir Marg  Delhi - DPCC ,2023-12-18,143.15,226.24,46.32,3.08,0.98,9.56
Mandir Marg  Delhi - DPCC ,2023-12-19,129.14,212.52,47.22,2.55,0.83,9.35
Mandir Marg  Delhi - DPCC ,2023-12-20,148.38,235.71,45.85,2.5,1.09,9.66
Mandir Marg  Delhi - DPCC ,2023-12-21,228.33,344.07,50.47,3.83,1.36,11.07
Mandir Marg  Delhi - DPCC ,2023-12-22,330.88,471.57,54.34,2.46,1.56,13.43
Mandir Marg  Delhi - DPCC ,2023-12-23,232.19,331.37,54.95,3.28,1.21,9.75
Mandir Marg  Delhi - DPCC ,2023-12-24,276.41,380.89,54.97,3.75,2.82,13.65
Mandir Marg  Delhi - DPCC ,2023-12-25,227.21,291.32,48.93,3.04,1.33,9.89
Mandir Marg  Delhi - DPCC ,2023-12-26,221.45,304.66,48.82,3.53,1.23,8.29
Mandir Marg  Delhi - DPCC ,2023-12-27,269.76,381.53,50.93,3.25,1.3,8.23
Mandir Marg  Delhi - DPCC ,2023-12-28,205.93,314.18,47.84,3.2,1.32,7.43
Mandir Marg  Delhi - DPCC ,2023-12-29,243.89,384.67,46.72,3.01,1.73,8.06
Mandir Marg  Delhi - DPCC ,2023-12-30,280.2,422.68,54.46,2.77,0.85,9.55
Mandir Marg  Delhi - DPCC ,2023-12-31,242.12,368.79,52.89,2.71,0.81,5.72
Mandir Marg  Delhi - DPCC ,2024-01-01,177.67,284.38,46.54,2.45,0.59,4.35
Mandir Marg  Delhi - DPCC ,2024-01-02,166.63,273.08,47.33,2.79,0.63,4.51
Mandir Marg  Delhi - DPCC ,2024-01-03,179.15,272.59,47.96,2.66,0.61,4.04
Mandir Marg  Delhi - DPCC ,2024-01-04,219.97,337.91,46.84,2.75,1.12,1.51
Mandir Marg  Delhi - DPCC ,2024-01-05,171.1,301.54,45.42,2.22,0.49,1.09
Mandir Marg  Delhi - DPCC ,2024-01-06,176.08,268.2,46.53,2.61,0.87,1.77
Mandir Marg  Delhi - DPCC ,2024-01-07,176.01,271.45,49.54,2.32,0.96,3.04
Mandir Marg  Delhi - DPCC ,2024-01-08,234.78,407.24,49.22,3.25,1.25,1.78
Mandir Marg  Delhi - DPCC ,2024-01-09,136.32,233.94,63.29,3.56,0.58,2.32
Mandir Marg  Delhi - DPCC ,2024-01-10,156.19,266.26,73.21,5.08,0.73,3.25
Mandir Marg  Delhi - DPCC ,2024-01-11,195.21,330.08,88.05,6.6,1.55,5.74
Mandir Marg  Delhi - DPCC ,2024-01-12,202.7,298.41,83.23,8.71,1.27,6.55
Mandir Marg  Delhi - DPCC ,2024-01-13,393.07,543.29,102.83,6.94,1.97,9.0
Mandir Marg  Delhi - DPCC ,2024-01-14,337.69,465.76,95.97,8.03,1.83,9.23
Mandir Marg  Delhi - DPCC ,2024-01-15,188.32,281.61,86.97,8.93,1.75,7.0
Mandir Marg  Delhi - DPCC ,2024-01-16,237.8,311.22,85.84,7.34,2.26,4.86
Mandir Marg  Delhi - DPCC ,2024-01-17,194.44,304.14,81.65,6.3,1.22,5.22
Mandir Marg  Delhi - DPCC ,2024-01-18,161.95,259.52,85.88,11.84,1.26,3.81
Mandir Marg  Delhi - DPCC ,2024-01-19,170.61,254.48,85.69,6.36,1.03,2.22
Mandir Marg  Delhi - DPCC ,2024-01-20,175.37,262.82,85.63,6.57,0.74,6.74
Mandir Marg  Delhi - DPCC ,2024-01-21,177.62,261.29,88.17,5.82,0.88,3.2
Mandir Marg  Delhi - DPCC ,2024-01-22,191.29,294.74,92.95,5.81,0.72,3.45
Mandir Marg  Delhi - DPCC ,2024-01-23,220.26,352.49,101.04,6.25,1.38,4.5
Mandir Marg  Delhi - DPCC ,2024-01-24,264.04,415.61,98.35,6.61,1.37,3.71
Mandir Marg  Delhi - DPCC ,2024-01-25,199.78,310.73,90.77,6.19,0.94,4.68
Mandir Marg  Delhi - DPCC ,2024-01-26,314.4,420.48,88.98,7.05,1.47,6.65
Mandir Marg  Delhi - DPCC ,2024-01-27,182.25,269.27,87.79,7.44,1.28,5.1
Mandir Marg  Delhi - DPCC ,2024-01-28,252.8,346.98,105.2,6.44,1.69,4.35
Mandir Marg  Delhi - DPCC ,2024-01-29,208.88,326.0,98.16,7.13,1.37,4.73
Mandir Marg  Delhi - DPCC ,2024-01-30,247.51,374.24,94.37,7.2,1.95,1.62
Mandir Marg  Delhi - DPCC ,2024-01-31,237.51,326.98,92.56,6.24,1.24,1.88
Mandir Marg  Delhi - DPCC ,2024-02-01,69.43,93.14,86.81,6.228,1.25,0.67
Mandir Marg  Delhi - DPCC ,2024-02-02,73.4675,107.01,81.5925,6.216,1.26,4.055000000000001
Mandir Marg  Delhi - DPCC ,2024-02-03,77.505,120.88,76.375,6.204,1.27,7.44
Mandir Marg  Delhi - DPCC ,2024-02-04,81.5425,134.75,71.1575,6.192,1.28,10.825000000000001
Mandir Marg  Delhi - DPCC ,2024-02-05,85.58,148.62,65.94,6.18,1.29,14.21
Mandir Marg  Delhi - DPCC ,2024-02-06,67.41,124.45,81.51,6.97,1.38,12.29
Mandir Marg  Delhi - DPCC ,2024-02-07,74.26,144.07,88.16,7.01,0.94,18.34
Mandir Marg  Delhi - DPCC ,2024-02-08,71.94,136.25,90.9,6.58,1.12,21.05
Mandir Marg  Delhi - DPCC ,2024-02-09,75.43,139.57,82.37,7.14,1.94,23.99
Mandir Marg  Delhi - DPCC ,2024-02-10,175.13,264.24,104.93,7.74,1.72,18.8
Mandir Marg  Delhi - DPCC ,2024-02-11,158.23,237.59,104.29,6.5,1.27,18.52
Mandir Marg  Delhi - DPCC ,2024-02-12,159.24,255.84,105.87,7.18,0.95,15.54
Mandir Marg  Delhi - DPCC ,2024-02-13,217.54,321.29,104.59,7.79,1.58,12.52
Mandir Marg  Delhi - DPCC ,2024-02-14,176.61,254.24,87.69,7.08,1.51,18.61
Mandir Marg  Delhi - DPCC ,2024-02-15,128.61,162.43,97.82,6.85,1.18,15.06
Mandir Marg  Delhi - DPCC ,2024-02-16,116.49,152.78,93.1,6.77,1.12,15.43
Mandir Marg  Delhi - DPCC ,2024-02-17,111.44,157.9,100.46,7.31,1.39,15.39
Mandir Marg  Delhi - DPCC ,2024-02-18,106.69,152.9,110.25,6.35,1.12,12.5
Mandir Marg  Delhi - DPCC ,2024-02-19,88.89,152.74,106.36,6.4,1.09,18.16
Mandir Marg  Delhi - DPCC ,2024-02-20,126.07,176.98,102.34,7.92,2.05,12.23
Mandir Marg  Delhi - DPCC ,2024-02-21,91.66,158.08,99.12,6.79,0.66,13.87
Mandir Marg  Delhi - DPCC ,2024-02-22,55.02,107.97,97.88,7.1,1.3,13.78
Mandir Marg  Delhi - DPCC ,2024-02-23,52.35,88.94,94.02,7.04,1.4,14.5
Mandir Marg  Delhi - DPCC ,2024-02-24,71.47,119.97,104.8,7.39,1.52,14.7
Mandir Marg  Delhi - DPCC ,2024-02-25,70.89,112.91,103.83,6.91,1.32,13.84
Mandir Marg  Delhi - DPCC ,2024-02-26,60.12,120.22,104.01,6.34,1.35,15.73
Mandir Marg  Delhi - DPCC ,2024-02-27,64.09,192.58,105.55,6.48,0.95,15.32
Mandir Marg  Delhi - DPCC ,2024-02-28,55.67,111.04,93.86,6.28,1.24,19.91
Mandir Marg  Delhi - DPCC ,2024-02-29,59.34,105.38,108.18,6.73,1.56,17.33
Mandir Marg  Delhi - DPCC ,2024-03-01,79.24,141.29,123.72,6.88,1.27,13.95
Mandir Marg  Delhi - DPCC ,2024-03-02,25.01,60.49,105.11,6.59,1.16,13.21
Mandir Marg  Delhi - DPCC ,2024-03-03,37.53,137.71,103.77,6.62,1.29,15.53
Mandir Marg  Delhi - DPCC ,2024-03-04,38.28,85.47,99.67,7.59,1.38,10.69
Mandir Marg  Delhi - DPCC ,2024-03-05,47.96,93.57,111.0,6.63,1.29,9.94
Mandir Marg  Delhi - DPCC ,2024-03-06,59.44,102.1,114.83,6.2,1.44,9.96
Mandir Marg  Delhi - DPCC ,2024-03-07,72.59,132.05,120.67,7.21,1.19,9.89
Mandir Marg  Delhi - DPCC ,2024-03-08,56.12,106.15,119.17,6.67,1.2,9.9
Mandir Marg  Delhi - DPCC ,2024-03-09,53.25,92.24,126.65,6.45,1.45,9.94
Mandir Marg  Delhi - DPCC ,2024-03-10,78.35,135.69,153.41,9.81,1.71,9.89
Mandir Marg  Delhi - DPCC ,2024-03-11,78.05,139.04,161.7,8.78,1.57,9.9
Mandir Marg  Delhi - DPCC ,2024-03-12,79.3,144.79,161.57,6.99,1.45,9.88
Mandir Marg  Delhi - DPCC ,2024-03-13,60.4,111.45,144.71,8.38,1.46,10.8
Mandir Marg  Delhi - DPCC ,2024-03-14,74.65,137.16,149.23,7.01,1.6,9.04
Mandir Marg  Delhi - DPCC ,2024-03-15,31.26,69.42,141.34,7.5,1.22,10.7
Mandir Marg  Delhi - DPCC ,2024-03-16,60.2,112.5,149.85,6.84,1.6,16.36
Mandir Marg  Delhi - DPCC ,2024-03-17,66.96,123.65,155.24,6.17,1.52,12.79
Mandir Marg  Delhi - DPCC ,2024-03-18,79.07,134.86,157.56,6.91,1.48,11.94
Mandir Marg  Delhi - DPCC ,2024-03-19,86.5,156.14,135.23,6.62,1.7,22.72
Mandir Marg  Delhi - DPCC ,2024-03-20,81.91,146.74,113.26,8.15,1.55,9.13
Mandir Marg  Delhi - DPCC ,2024-03-21,62.24,120.62,107.95,6.47,1.46,10.07
Mandir Marg  Delhi - DPCC ,2024-03-22,72.25,128.81,112.38,6.78,1.74,11.18
Mandir Marg  Delhi - DPCC ,2024-03-23,71.61,135.09,107.1,8.53,1.72,10.82
Mandir Marg  Delhi - DPCC ,2024-03-24,59.16,130.05,102.25,7.76,1.48,6.98
Mandir Marg  Delhi - DPCC ,2024-03-25,77.5,115.28,100.47,5.64,1.62,6.95
Mandir Marg  Delhi - DPCC ,2024-03-26,53.82,98.55,103.11,5.39,1.37,9.2
Mandir Marg  Delhi - DPCC ,2024-03-27,51.64,102.33,107.32,6.95,1.47,8.25
Mandir Marg  Delhi - DPCC ,2024-03-28,52.94,109.65,109.73,6.25,1.3,18.04
Mandir Marg  Delhi - DPCC ,2024-03-29,56.54,119.11,110.23,5.93,1.34,17.65
Mandir Marg  Delhi - DPCC ,2024-03-30,66.27,139.34,103.57,7.02,1.54,16.35
Mandir Marg  Delhi - DPCC ,2024-03-31,77.72,152.14,102.34,7.19,1.73,15.9
Mandir Marg  Delhi - DPCC ,2024-04-01,33.82,84.74,96.7,8.02,1.35,19.09
Mandir Marg  Delhi - DPCC ,2024-04-02,37.76,88.42,100.5,8.62,1.45,20.17
Mandir Marg  Delhi - DPCC ,2024-04-03,47.44,117.57,111.95,6.36,1.76,14.74
Mandir Marg  Delhi - DPCC ,2024-04-04,39.84,108.51,97.03,7.71,1.41,15.12
Mandir Marg  Delhi - DPCC ,2024-04-05,42.21,124.55,87.34,5.15,0.76,20.84
Mandir Marg  Delhi - DPCC ,2024-04-06,54.97,114.4,77.88,5.87,0.5,24.54
Mandir Marg  Delhi - DPCC ,2024-04-07,42.59,90.41,87.21,4.71,0.59,12.85
Mandir Marg  Delhi - DPCC ,2024-04-08,54.31,117.78,93.41,6.32,0.59,10.98
Mandir Marg  Delhi - DPCC ,2024-04-09,57.36,120.28,89.46,7.71,0.88,21.22
Mandir Marg  Delhi - DPCC ,2024-04-10,70.15,148.59,90.21,7.36,0.83,23.39
Mandir Marg  Delhi - DPCC ,2024-04-11,53.46,128.21,94.75,8.33,0.56,15.04
Mandir Marg  Delhi - DPCC ,2024-04-12,75.08,161.21,97.13,6.23,0.69,22.22
Mandir Marg  Delhi - DPCC ,2024-04-13,45.38,111.27,96.05,8.29,0.44,10.68
Mandir Marg  Delhi - DPCC ,2024-04-14,56.94,106.47,92.82,7.59,0.7,6.51
Mandir Marg  Delhi - DPCC ,2024-04-15,77.41,146.71,96.2,7.03,0.83,12.39
Mandir Marg  Delhi - DPCC ,2024-04-16,64.26,137.5,90.56,7.83,0.63,8.8
Mandir Marg  Delhi - DPCC ,2024-04-17,26.28,73.47,85.54,5.27,0.4,13.12
Mandir Marg  Delhi - DPCC ,2024-04-18,36.34,126.57,89.55,7.18,0.54,9.2
Mandir Marg  Delhi - DPCC ,2024-04-19,38.45,141.01,89.65,11.59,0.62,10.26
Mandir Marg  Delhi - DPCC ,2024-04-20,12.82,75.14,54.72,6.15,0.41,32.94
Mandir Marg  Delhi - DPCC ,2024-04-21,31.22,86.16,67.23,5.98,0.78,16.3
Mandir Marg  Delhi - DPCC ,2024-04-22,28.3,69.74,72.55,4.93,0.79,17.02
Mandir Marg  Delhi - DPCC ,2024-04-23,54.07,147.48,66.19,7.97,0.36,33.56
Mandir Marg  Delhi - DPCC ,2024-04-24,43.98,96.79,85.2,5.84,0.8,11.03
Mandir Marg  Delhi - DPCC ,2024-04-25,69.32,142.78,91.36,6.97,0.71,10.67
Mandir Marg  Delhi - DPCC ,2024-04-26,41.27,107.32,95.19,6.79,0.52,13.74
Mandir Marg  Delhi - DPCC ,2024-04-27,39.72,142.89,72.58,8.86,0.67,18.13
Mandir Marg  Delhi - DPCC ,2024-04-28,52.8,118.7,81.22,7.29,0.63,11.42
Mandir Marg  Delhi - DPCC ,2024-04-29,58.85,167.96,83.54,7.03,0.67,14.85
Mandir Marg  Delhi - DPCC ,2024-04-30,43.86,143.48,79.45,7.94,0.8,15.07
Mandir Marg  Delhi - DPCC ,2024-05-01,41.29,170.14,80.71,7.68,0.62,16.72
Mandir Marg  Delhi - DPCC ,2024-05-02,60.28,187.54,86.29,8.3,0.67,19.0
Mandir Marg  Delhi - DPCC ,2024-05-03,61.10666666666667,183.81916666666666,83.77000000000001,8.196666666666667,0.6933333333333334,18.565833333333334
Mandir Marg  Delhi - DPCC ,2024-05-04,61.93333333333334,180.09833333333333,81.25,8.093333333333334,0.7166666666666667,18.131666666666668
Mandir Marg  Delhi - DPCC ,2024-05-05,62.760000000000005,176.3775,78.73,7.99,0.74,17.697499999999998
Mandir Marg  Delhi - DPCC ,2024-05-06,63.586666666666666,172.65666666666667,76.21000000000001,7.886666666666667,0.7633333333333333,17.263333333333332
Mandir Marg  Delhi - DPCC ,2024-05-07,64.41333333333334,168.93583333333333,73.69,7.783333333333333,0.7866666666666666,16.829166666666666
Mandir Marg  Delhi - DPCC ,2024-05-08,65.24000000000001,165.21499999999997,71.17,7.68,0.81,16.395
Mandir Marg  Delhi - DPCC ,2024-05-09,66.06666666666666,161.49416666666667,68.65,7.576666666666666,0.8333333333333334,15.960833333333333
Mandir Marg  Delhi - DPCC ,2024-05-10,66.89333333333333,157.7733333333333,66.13,7.473333333333334,0.8566666666666667,15.526666666666666
Mandir Marg  Delhi - DPCC ,2024-05-11,67.72,154.05249999999998,63.61,7.37,0.88,15.0925
Mandir Marg  Delhi - DPCC ,2024-05-12,68.54666666666667,150.33166666666665,61.089999999999996,7.266666666666667,0.9033333333333333,14.658333333333331
Mandir Marg  Delhi - DPCC ,2024-05-13,69.37333333333333,146.61083333333332,58.56999999999999,7.163333333333333,0.9266666666666666,14.224166666666665
Mandir Marg  Delhi - DPCC ,2024-05-14,70.2,142.89,56.05,7.06,0.95,13.79
Mandir Marg  Delhi - DPCC ,2024-05-15,101.34,180.67,77.62,7.87,1.4,17.62
Mandir Marg  Delhi - DPCC ,2024-05-16,87.73,171.0,91.73,10.84,1.21,18.8
Mandir Marg  Delhi - DPCC ,2024-05-17,72.5,153.17,86.21,7.28,0.82,20.25
Mandir Marg  Delhi - DPCC ,2024-05-18,92.29,221.33,88.24,11.39,1.17,9.54
Mandir Marg  Delhi - DPCC ,2024-05-19,82.6,184.5,94.27,8.57,0.84,5.93
Mandir Marg  Delhi - DPCC ,2024-05-20,55.5,165.4,89.18,5.95,0.77,2.24
Mandir Marg  Delhi - DPCC ,2024-05-21,52.04666666666667,149.71,86.19,5.61,0.8033333333333333,6.29
Mandir Marg  Delhi - DPCC ,2024-05-22,48.593333333333334,134.02,83.2,5.27,0.8366666666666667,10.34
Mandir Marg  Delhi - DPCC ,2024-05-23,45.14,118.33,80.21,4.93,0.87,14.39
Mandir Marg  Delhi - DPCC ,2024-05-24,46.13,113.54,69.9,7.57,0.81,34.86
Mandir Marg  Delhi - DPCC ,2024-05-25,52.25,129.79,63.17,11.54,0.78,65.38
Mandir Marg  Delhi - DPCC ,2024-05-26,51.01,127.33,71.4,14.09,0.83,67.36
Mandir Marg  Delhi - DPCC ,2024-05-27,66.21,169.71,82.05,16.67,1.26,69.83
Mandir Marg  Delhi - DPCC ,2024-05-28,64.92,170.12,92.14,14.3,1.32,67.9
Mandir Marg  Delhi - DPCC ,2024-05-29,44.21,183.83,82.61,11.41,1.16,50.01
Mandir Marg  Delhi - DPCC ,2024-05-30,36.92,150.36,59.62,11.5,1.02,74.44
Mandir Marg  Delhi - DPCC ,2024-05-31,41.96,139.88,71.7,11.39,1.0,61.01
Mandir Marg  Delhi - DPCC ,2024-06-01,47.94,202.74,72.45,11.87,0.72,48.86
Mandir Marg  Delhi - DPCC ,2024-06-02,33.62,111.58,68.07,11.01,0.67,66.89
Mandir Marg  Delhi - DPCC ,2024-06-03,43.54,133.04,65.06,11.0,0.81,63.56
Mandir Marg  Delhi - DPCC ,2024-06-04,56.57,185.75,75.42,11.61,0.88,62.75
Mandir Marg  Delhi - DPCC ,2024-06-05,50.91,212.92,61.0,9.23,0.71,44.52
Mandir Marg  Delhi - DPCC ,2024-06-06,45.75,138.88,63.1,9.23,0.75,71.7
Mandir Marg  Delhi - DPCC ,2024-06-07,44.04,216.96,58.66,10.01,0.68,68.78
Mandir Marg  Delhi - DPCC ,2024-06-08,43.0,198.21,55.6,10.93,0.7,71.31
Mandir Marg  Delhi - DPCC ,2024-06-09,42.61,127.08,61.07,13.3,0.72,79.23
Mandir Marg  Delhi - DPCC ,2024-06-10,39.88,121.32,67.06,16.84,0.69,96.73
Mandir Marg  Delhi - DPCC ,2024-06-11,39.065,123.35,73.25,14.785,0.97,80.73
Mandir Marg  Delhi - DPCC ,2024-06-12,38.25,125.38,79.44,12.73,1.25,64.73
Mandir Marg  Delhi - DPCC ,2024-06-13,33.72,143.12,65.32,10.63,0.65,61.46
Mandir Marg  Delhi - DPCC ,2024-06-14,26.12,163.42,55.12,10.61,0.7,61.54
Mandir Marg  Delhi - DPCC ,2024-06-15,22.24,110.76,54.14,9.38,0.71,54.74
Mandir Marg  Delhi - DPCC ,2024-06-16,22.86,120.29,63.46,11.01,1.06,46.21
Mandir Marg  Delhi - DPCC ,2024-06-17,36.67,146.04,58.33,13.87,0.98,47.41
Mandir Marg  Delhi - DPCC ,2024-06-18,44.21,227.25,51.21,12.96,0.96,36.44
Mandir Marg  Delhi - DPCC ,2024-06-19,34.02,224.88,43.63,10.7,0.77,43.2
Mandir Marg  Delhi - DPCC ,2024-06-20,37.29,135.88,57.09,12.92,0.82,72.41
Mandir Marg  Delhi - DPCC ,2024-06-21,51.99,152.04,60.26,11.21,1.03,44.7
Mandir Marg  Delhi - DPCC ,2024-06-22,68.54,145.79,66.86,10.65,1.28,50.59
Mandir Marg  Delhi - DPCC ,2024-06-23,53.73,107.75,61.08,11.58,1.05,44.44
Mandir Marg  Delhi - DPCC ,2024-06-24,48.78,111.22,57.15,9.43,1.07,41.16
Mandir Marg  Delhi - DPCC ,2024-06-25,54.23,101.38,67.84,8.6,0.89,43.42
Mandir Marg  Delhi - DPCC ,2024-06-26,43.03,86.68,72.61,10.49,0.72,41.02
Mandir Marg  Delhi - DPCC ,2024-06-27,27.23,55.0,65.54,9.73,0.79,27.91
Mandir Marg  Delhi - DPCC ,2024-06-28,29.0,73.54,59.5,8.72,0.82,24.73
Mandir Marg  Delhi - DPCC ,2024-06-29,20.06,50.55,40.51,6.91,1.04,22.93
Mandir Marg  Delhi - DPCC ,2024-06-30,50.5,82.15,46.86,8.17,0.78,39.27
Mandir Marg  Delhi - DPCC ,2024-07-01,26.26,54.82,50.77,7.16,0.72,43.34
Mandir Marg  Delhi - DPCC ,2024-07-02,27.83,69.38,51.0,9.37,0.91,32.74
Mandir Marg  Delhi - DPCC ,2024-07-03,28.3,57.51,53.31,10.18,0.86,28.55
Mandir Marg  Delhi - DPCC ,2024-07-04,24.06,41.47,49.14,9.61,0.77,22.37
Mandir Marg  Delhi - DPCC ,2024-07-05,21.05,49.01,44.04,8.37,0.38,18.95
Mandir Marg  Delhi - DPCC ,2024-07-06,19.97,46.47,46.26,8.22,0.75,24.55
Mandir Marg  Delhi - DPCC ,2024-07-07,10.15,25.12,47.54,10.38,0.5,23.64
Mandir Marg  Delhi - DPCC ,2024-07-08,26.28,50.69,41.92,8.84,0.83,22.2
Mandir Marg  Delhi - DPCC ,2024-07-09,33.14,70.42,45.42,8.68,1.06,18.19
Mandir Marg  Delhi - DPCC ,2024-07-10,50.8,100.85,51.14,7.28,1.2,23.31
Mandir Marg  Delhi - DPCC ,2024-07-11,43.05,97.23,53.23,8.05,0.71,29.43
Mandir Marg  Delhi - DPCC ,2024-07-12,19.43,70.52,53.05,8.99,0.78,32.11
Mandir Marg  Delhi - DPCC ,2024-07-13,33.07,70.99,58.03,8.4,1.03,32.8
Mandir Marg  Delhi - DPCC ,2024-07-14,44.41,90.36,58.91,8.76,0.95,33.97
Mandir Marg  Delhi - DPCC ,2024-07-15,38.36,80.23,51.01,9.46,0.92,24.77
Mandir Marg  Delhi - DPCC ,2024-07-16,35.37,74.23,49.71,9.2,0.88,26.32
Mandir Marg  Delhi - DPCC ,2024-07-17,34.59,62.48,45.74,8.17,0.91,30.68
Mandir Marg  Delhi - DPCC ,2024-07-18,36.22,79.22,44.21,9.02,0.95,26.56
Mandir Marg  Delhi - DPCC ,2024-07-19,68.0,111.0,46.09,9.02,0.9,33.27
Mandir Marg  Delhi - DPCC ,2024-07-20,47.87,77.66,44.8,9.61,0.72,37.56
Mandir Marg  Delhi - DPCC ,2024-07-21,37.035,76.45,46.84,8.38,0.6,31.86
Mandir Marg  Delhi - DPCC ,2024-07-22,26.2,70.05,42.18,9.94,0.88,27.99
Mandir Marg  Delhi - DPCC ,2024-07-23,36.1,76.26,43.34,8.13,0.85,26.23
Mandir Marg  Delhi - DPCC ,2024-07-24,41.89,79.16,48.11,6.89,0.9,36.46
Mandir Marg  Delhi - DPCC ,2024-07-25,31.84,71.82,43.96,8.19,0.86,26.67
Mandir Marg  Delhi - DPCC ,2024-07-26,65.5,64.83,43.81,7.55,0.86,31.34
Mandir Marg  Delhi - DPCC ,2024-07-27,30.95,83.85,45.15,5.53,0.82,22.92
Mandir Marg  Delhi - DPCC ,2024-07-28,18.92,51.46,44.82,8.79,0.66,21.35
Mandir Marg  Delhi - DPCC ,2024-07-29,27.07,54.51,44.79,7.33,0.54,24.91
Mandir Marg  Delhi - DPCC ,2024-07-30,35.57,62.1,44.36,7.67,0.86,22.97
Mandir Marg  Delhi - DPCC ,2024-07-31,25.06,54.55,45.92,5.82,0.65,20.78
Mandir Marg  Delhi - DPCC ,2024-08-01,22.5,30.57,37.48,6.08,0.75,9.86
Mandir Marg  Delhi - DPCC ,2024-08-02,21.88,51.88,40.82,4.59,0.73,8.12
